CaseIdentifier,Catchwords,Year,URL,WordCount,ParagraphCount,Author,LegalParties
[2023] SGHC 138,Intellectual Property — Copyright — Simplified process ,2023,https://www.elitigation.sg/gd/s/2023_SGHC_138,4360,0,Dedar Singh Gill J,Toh Jia Yi (Allen & Gledhill LLP) for the claimant and defendant in counterclaim Wong Siew Hong (Eldan Law LLP) for the defendant and claimant in counterclaim.
[2023] SGHCF 25,"Family Law — Custody — Access, Family Law — Custody — Care and control",2023,https://www.elitigation.sg/gd/s/2023_SGHCF_25,1189,10,Choo Han Teck J,Low Wan Kwong Michael and Gulab Sobhraj (Crossbows LLP) for the appellantAnuradha D/O Krishan Chand Sharma (Winchester Law LLC) for the respondent.
[2023] SGHC 137,"Contempt of Court — Criminal contempt 
, Administrative Law — Remedies — Quashing order, Administrative Law — Remedies — Mandatory order, Criminal Procedure and Sentencing — First information report, Criminal Procedure and Sentencing — Public Prosecutor — Powers, Criminal Procedure and Sentencing — Offences affecting administration of justice",2023,https://www.elitigation.sg/gd/s/2023_SGHC_137,5400,63,Kwek Mean Luck J,Too Xing Ji (BMS Law LLC) for the applicant Sivakumar s/o Ramasamy and Dan Pan Xue Wen (Attorney-General's Chambers) for the respondent.
[2023] SGHC 140,"Criminal Procedure and Sentencing — Appeal, Criminal Procedure and Sentencing — Sentencing — Young offenders
",2023,https://www.elitigation.sg/gd/s/2023_SGHC_140,4474,44,Unknown,Josephus Tan and Cory Wong Guo Yean (Invictus Law Corporation) for the appellant Hay Hung Chun and Joseph Gwee (Attorney-General's Chambers) for the respondent.
[2023] SGHC 136,"Criminal Law — Offences — Rape, Criminal Law — Offences — Sexual offences, Criminal Law — Offences — Outrage of modesty, Criminal Law — General exceptions — Mistake of fact
",2023,https://www.elitigation.sg/gd/s/2023_SGHC_136,22214,0,Pang Khang Chau J,"Muhamad Imaduddien, Tan Yen Seow and Emily Koh (Attorney-General's Chambers) for the Prosecution Chenthil Kumarasingam and Adeline Goh Peizhi (Withers KhattarWong LLP) for the accused."
[2023] SGHC 139,"Contract — Breach, Contract — Waiver, Contract — Frustration, Contract — Termination, Tort — Misrepresentation  
, Conflict of Laws — Choice of law — Contract, Companies — Incorporation of companies — Lifting corporate veil",2023,https://www.elitigation.sg/gd/s/2023_SGHC_139,17258,179,Lee Seiu Kin J,"Sean Francois La'Brooy, Luis Inaki Duhart Gonzalez and Faustina Joyce Fernando (Selvam LLC) for the plaintiff Loo Choon Chiaw, Goh Shu Quan Leon, Chia Foon Yeow, and Lim Jun Wei (Loo & Partners LLP) for the first and second defendant."
[2023] SGHCF 24,Family Law - Deputyship,2023,https://www.elitigation.sg/gd/s/2023_SGHCF_24,6441,64,Choo Han Teck J,"Lim Lei Theng (Allen & Gledhill LLP) for the Nominal 1st and 2nd PlaintiffsHu Huimin and See Tow Soo Ling (CNPLaw LLP) for the Nominal 3rd PlaintiffAdrian Tan Gim Hai, Ong Pei Ching, Angela Chai Rui Min and S Lingesh Kumar (TSMP Law Corporation) for the Nominal Defendant."
[2023] SGHC 135,"Criminal Procedure and Sentencing — Sentencing — Persistent offenders
, Criminal Procedure and Sentencing — Sentencing — Forms of punishment — Preventive detention",2023,https://www.elitigation.sg/gd/s/2023_SGHC_135,539,10,Vincent Hoong J,Not found
[2023] SGHC 132,"Legal Profession - Show cause action, Legal Profession - Disciplinary proceedings, Legal Profession - Professional conduct - Breach, Legal Profession - Professional conduct - Improper conduct or practice",2023,https://www.elitigation.sg/gd/s/2023_SGHC_132,16875,146,Belinda Ang Saw Ean JCA,"Shobna Chandran, Ng Jie Zhen Amy (Huang Jiezhen Amy), Tan Phoebe and Thaddaeus Aaron Tan Yong Zhong (Tan Rajah & Cheah) for the applicant Andrew John Hanam (Andrew LLC) for the respondent."
[2023] SGHC 121,"Trusts — Constructive trusts
, Civil Procedure — Originating processes, Trusts — Resulting trusts — Presumed resulting trusts",2023,https://www.elitigation.sg/gd/s/2023_SGHC_121,3017,20,Valerie Thean J,Lei Chee Kong Thomas (Lawrence Chua Practice LLC) for the claimant Yap Bock Heng Christopher (Alpha Law LLC) the defendant.
[2023] SGHC 134,Insolvency Law — Bankruptcy — Leave to commence proceedings — Applicable standard for assessing merits of action,2023,https://www.elitigation.sg/gd/s/2023_SGHC_134,1981,20,Goh Yihan JC,Naidu Priyalatha (Advocatus Law LLP) for the applicantThe respondent absent and unrepresented Wong Wan Chee (Rev Law LLC) for the private trustee.
[2023] SGHC 130,"Criminal Law — Appeal, Criminal Law — Criminal conspiracy, Evidence — Admissibility of evidence — Hearsay, Statutory Interpretation — Construction of statute
, Criminal Procedure and Sentencing — Sentencing — Appeals, Criminal Procedure and Sentencing — Sentencing — Penalties, Criminal Procedure and Sentencing — Charge — Form of charge, Criminal Procedure and Sentencing — Mutual legal assistance, Criminal Law — Statutory offences — Prevention of Corruption Act, Criminal Procedure and Sentencing — Sentencing — Ancillary orders",2023,https://www.elitigation.sg/gd/s/2023_SGHC_130,21250,0,Unknown,"Bachoo Mohan Singh and Too Xing Ji (BMS Law LLC) for the appellants in HC/MA 9011/2021/01 and HC/MA 9012/2021/01 and the respondents in HC/MA 9011/2021/02 and HC/MA 9012/2021/02 Jiang Ke-Yue, Grace Lim, Ang Siok Chen, David Menon and Ong Xin Jie (Attorney-General's Chambers) for the appellant in HC/MA 9011/2021/02 and HC/MA 9012/2021/02 and the respondent in HC/MA 9011/2021/01 and HC/MA 9012/2021/01."
[2023] SGHC 133,Legal Profession — Admission ,2023,https://www.elitigation.sg/gd/s/2023_SGHC_133,837,9,Choo Han Teck J,Applicant in personClement Lim (Attorney-General's Chambers) for the Attorney-GeneralNaomi Ho for the Law Society of SingaporeAvery Chong for the Singapore Institute of Legal Education.
[2023] SGHC(A) 18,"Conflict of Laws — Natural forum 
, Conflict of Laws — Choice of jurisdiction — Exclusive",2023,https://www.elitigation.sg/gd/s/2023_SGHCA_18,9172,0,Kannan Ramesh JAD,"Tan Tee Jim SC, Christopher James De Souza, Yan Chongshuo, Lee Junting Basil and Darius Tan En Han (Lee & Lee) for the appellant Pradeep Pillai, Simren Kaur Sandhu, Wong Shi Rui Jonas and Wong Yong Min (PRP Law LLC) for the respondent."
[2023] SGHC 131,"Insolvency Law — Winding Up, Insolvency Law — Bankruptcy
",2023,https://www.elitigation.sg/gd/s/2023_SGHC_131,3509,0,Chua Lee Ming J,"Han Guangyuan, Keith and Ammani Mathivanan (Oon & Bazul LLP) for the Liquidators of Dextra Partners Pte Ltd (in liquidation) and the Trustee in Bankruptcy of the Bankrupt Lim Xian Yong, Alvin and Andrea Ang Si Min (WongPartnership LLP) for the Funder (watching brief) Mr Giandeo Pittea, Representative (Director of Wintrust Switzerland and Wintrust Asia) for Milky Way Limited (watching brief) Mr Erik Chong Ai Lee, Representative (Resident manager) for Wintrust Asia Pacific (watching brief)."
[2023] SGHC 124,"Contract — Misrepresentation Act, Contract — Misrepresentation — Innocent, Contract — Misrepresentation — Action for rescission, Tort — Misrepresentation — Negligent misrepresentation

",2023,https://www.elitigation.sg/gd/s/2023_SGHC_124,10923,111,Lee Seiu Kin J,Raymond Lye and Ooi Jian Yuan (Union Law LLP) for the claimant The third defendant represented the first defendant The second and third defendants in person.
[2023] SGHC 122,Companies — Receiver and manager — Judicial management order ,2023,https://www.elitigation.sg/gd/s/2023_SGHC_122,5169,57,Hri Kumar Nair J,"Chua Sui Tong and Ng Tse Jun Russell (Rev Law LLC) (instructed) Troy Doyle and Peter Madden (Gibson Dunn and Crutcher LLP) (watching brief) for the applicant Lim Hui Li Debby and Sia Tian Wa, Jeremy Marc (Dentons Rodyk & Davidson LLP) for the respondent Sushil Nair, Teri Cheng and Clarie Ong (Drew & Napier LLC) for the first and second non-parties."
[2023] SGHC 128,"Civil Procedure — Discovery, Civil Procedure — Appeals — Appealing against discovery orders — Whether stay of execution should be granted in respect of the discovery orders",2023,https://www.elitigation.sg/gd/s/2023_SGHC_128,4000,32,Goh Yihan JC,"Thio Shen Yi SC, Koh Li Qun Kelvin, Nguyen Vu Lan and Uday Duggal (TSMP Law Corporation) for the plaintiffs Tan Li-Chern Terence (Robertson Chambers LLC) for the defendantSuresh s/o Damodara, Ong Ziying Clement, Darius Malachi Lim Wen Hong, Lim Dao Yuan Keith and Brenan Mah Zhi Xian (Damodara Ong LLC) for the non-parties."
[2023] SGHC 129,Legal Profession — Admission,2023,https://www.elitigation.sg/gd/s/2023_SGHC_129,5333,48,Sundaresh Menon CJ,Uthayasurian s/o Sidambaram and Divanan s/o Narkunan (Phoenix Law Corporation) for the applicant in AAS 530 Lee Hui Min and Clement Lim Chau Jie (Attorney-General's Chambers) for the Attorney-General Andrew Chua (Drew & Napier LLC) and Darryl Chew (Chia Wong Partnership LLC) for the Law Society of Singapore Wong Li-Yen Dew (Dew Chambers) for the Singapore Institute of Legal Education.
[2023] SGHC 118,"Civil Procedure — Jurisdiction, Courts And Jurisdiction — Jurisdiction , Courts And Jurisdiction — District Court, Statutory Interpretation — Construction of statute — Purposive approach",2023,https://www.elitigation.sg/gd/s/2023_SGHC_118,6004,66,Hri Kumar Nair J,"Appoo Ramesh and Lee Whye Tuck, Ambrose (Li Weide, Ambrose) (Just Law LLC) for the appellant N. Srinivasan and Tan Jianhong Joseph (Hoh Law Corporation) for the respondent."
[2023] SGHC 123,"Criminal Law — Defamation, Criminal Law — Statutory offences — Computer Misuse Act, Constitutional Law — Fundamental liberties — Freedom of speech ",2023,https://www.elitigation.sg/gd/s/2023_SGHC_123,14459,0,Aedit Abdullah J,"Choo Zheng Xi and Yuen Ai Zhen Carol (Remy Choo Chambers LLC) for the appellant in HC/MA 9073/2022/01 Chung Ting Fai (Chung Ting Fai & Co) for the appellant inHC/MA 9078/2022/01 Mohamed Faizal SC, Andre Chong Wei Min and Niranjan Ranjakunalan (Attorney-General's Chambers) for the respondent in HC/MA 9073/2022/01 and HC/MA 9078/2022/01."
[2023] SGHC 125,Land — Caveats — Remedies of caveatee,2023,https://www.elitigation.sg/gd/s/2023_SGHC_125,6334,54,Goh Yihan JC,"Prakash Pillai, Koh Junxiang and Ng Pi Wei (Clasis LLC) for the claimant Oh Kim Heoh Mimi and Sandra Ooi Hui Shan (Ethos Law Corporation) for the defendant."
[2023] SGHC 126,"Land — Caveats — Wrongful lodgment — Compensation payable, Land — Caveats — Wrongful lodgment — Whether declaratory relief should be granted, Land — Caveats — Remedies of caveatee — Caveator claiming contractual right to sale proceeds of land — Whether contractual right to sale proceeds is an interest in sale proceeds of land — Section 115(3)(a) Land Titles Act 1993 (2020 Rev Ed)",2023,https://www.elitigation.sg/gd/s/2023_SGHC_126,9263,82,Goh Yihan JC,Kishan Pillay s/o Rajagopal Pillay and Chan Michael Karfai (Breakpoint LLC) for the claimants Tan Gee Tuan (Gee Tuan Tan) for the defendant.
[2023] SGHC 117,Tort — Negligence — Contributory Negligence,2023,https://www.elitigation.sg/gd/s/2023_SGHC_117,13200,99,S Mohan J,Grace Malathy d/o Ponnusamy and Ng Wen Wen (Grace Law LLC) for the plaintiffs Teo Weng Kie and Shahira bte Mohd Anuar (Securus Legal LLC) for the defendants.
[2023] SGHC(A) 17,"Insurance - General principles - Claims, Insurance - Property insurance - Theft and fraud",2023,https://www.elitigation.sg/gd/s/2023_SGHCA_17,21268,0,Belinda Ang Saw Ean JCA,"Goh Phai Cheng SC (Goh Phai Cheng LLC) (instructed), Yee Mun Howe Gerald and Koh Kuan Hong John Paul (Premier Law LLC) for the appellant Vergis S Abraham SC (Providence Law Asia LLC) (instructed), Ramachandran Doraisamy Raghunath, Lee Weiming Andrew and Dumaguing Laurene Yzabel Rowena Adeline Dagalangit (PDLegal LLC) for the respondent."
[2023] SGHC 120,"Building and Construction Law — Standard form contracts, Building and Construction Law — Jurisdictional objection, Building and Construction Law — Termination — Repudiation of contract, Building and Construction Law — Termination — Termination under terms of contract
",2023,https://www.elitigation.sg/gd/s/2023_SGHC_120,11545,88,Teh Hwee Hwee JC,"Lee Peng Khoon Edwin and Amanda Koh Jia Yi (Eldan Law LLP) for the claimant Chuah Chee Kian Christopher, Tan Jia Wei Justin and Huang Zixian (WongPartnership LLP) for the defendant."
[2023] SGHC 119,"Criminal Procedure and Sentencing — Sentencing — Principles, Road Traffic — Offences — Careless driving — Repeat and serious offender 
",2023,https://www.elitigation.sg/gd/s/2023_SGHC_119,5608,0,See Kee Oon J,Lim Siew Mei Regina (Attorney-General's Chambers) for the appellant Ng Yong Ern Raymond (M/s Tan Lay Keng & Co) for the respondent.
[2023] SGHC 115,"Trusts – Resulting trusts – Presumed resulting trusts, Trusts – Resulting trusts – Express intention of transferor, Trusts – Constructive trusts – Common intention constructive trusts ",2023,https://www.elitigation.sg/gd/s/2023_SGHC_115,12584,97,Mavis Chionh Sze Chyi J,Tan Tse Chia Patrick and Nicholas Yong Yoong Han (Fortis Law Corporation) for the Claimant Lim May Li (Lim & Ong) for the Defendant.
[2023] SGHC 116,"Insolvency Law — Bankruptcy — Bankrupt's duties and liabilities — Power of court to vary monthly contribution and target contribution — Section 341(1) Insolvency, Restructuring and Dissolution Act 2018 (2020 Rev Ed), Insolvency Law — Bankruptcy — Bankrupt's duties and liabilities — Review by court of determination of monthly contribution and target contribution — Section 340(1) Insolvency, Restructuring and Dissolution Act 2018 (2020 Rev Ed)",2023,https://www.elitigation.sg/gd/s/2023_SGHC_116,5416,44,Goh Yihan JC,"Leong Kah Wah, Ang Leong Hao and Sia Bao Hui (Rajah & Tann Singapore LLP) for the applicant The Defendant absent and unrepresented Angela Lee and Christopher Eng Chee Yang (Insolvency & Public Trustee's Office) for the non-party."
[2023] SGHC(I) 6,"Arbitration — Agreement — Separability 
, Arbitration — Arbitral tribunal — Jurisdiction, Arbitration — Award — Recourse against award — Setting aside",2023,https://www.elitigation.sg/gd/s/2023_SGHCI_6,18291,205,Philip Jeyaretnam J,"Cavinder Bull SC, Tan Yuan Kheng (Chen Yuanqing), Lea Woon Yee, Tan Jui Yang, Benedict and Kenneth Sean Teo Hao Jin (Drew & Napier LLC), Junwoo Kim (alias Junu Kim) and Han Gil Lee (Bae, Kim & Lee LLC) (Korean law) for the plaintiff in SIC/OS 2/2022 and SIC/OS 5/2022 Toby Landau KC (Duxton Hill Chambers) (instructed), Rachel Low Tze-Lynn (Rachel Low LLC) (instructed), Zhuo Jiaxiang and Alston Yeong (Providence Law LLC), Sunyoung Kim and Yoo Lim Oh (Lee & Ko) (instructed), Ing Loong Yang and Chi Ho Kwan (Akin Gump Strauss Hauer & Feld LLP) (instructing) (Korean law) for the plaintiffs in SIC/OS 3/2022 and SIC/OS 4/2022 Chan Hock Keng, Chen Chi and Tang Xi-Rui, Charlotte (WongPartnership LLP), Prof Kwon Young Joon (Seoul National University) (instructed), Lee Eun Ngyung (KL Partners) (instructing) (Korean law) for the defendants in SIC/OS 2 to 5/2022."
[2023] SGHCR 4,"Contract — Breach, Civil Procedure — Pleadings — Striking out, Contract — Contractual terms — Interpretation, Contract — Waiver by election — Inconsistent rights, Civil Procedure — Pleadings — Striking out — Whether defendant can rely on unpleaded defence",2023,https://www.elitigation.sg/gd/s/2023_SGHCR_4,6150,91,AR Andre Sim,"Adrian Wong Soon Peng, Sarah Sim Hui Li and Sia Bao Huei (Rajah & Tann Singapore LLP) for the applicant defendants Oommen Mathew, Lim Si Cheng and See Wern Hao (Omni Law LLC) for the respondent plaintiffs."
[2023] SGHC 114,"Confidence — Remedies — Injunctions, Contract — Contractual terms — Warranties, Companies — Constitution — Directors — Powers, Contract — Contractual terms — Rules of construction, Injunctions — Purposes for grant — Protection of contractual rights
",2023,https://www.elitigation.sg/gd/s/2023_SGHC_114,11544,0,Andrew Ang SJ,"Wong Thai Yong (Skandan Law LLC) for the plaintiffs Lee Kok Weng Mark, Sarah Yeo Qi Wei, and Tan Shi Yuin Teri (WMH Law Corporation) for the defendant."
[2023] SGHC(A) 15,"Contract — Breach, Contract — Remedies — Damages — Measure of damages, Damages — Measure of damages — Contract — Reliance damages
",2023,https://www.elitigation.sg/gd/s/2023_SGHCA_15,15039,225,Woo Bih Li JAD,"The appellants in person Winston Kwek Choon Lin, Li Kun Hang and Dion Chan (Rajah & Tann Singapore LLP) for the respondent."
[2023] SGHC 113,Civil Procedure — Costs — Security,2023,https://www.elitigation.sg/gd/s/2023_SGHC_113,6276,52,Goh Yihan JC,"Kenneth Tan SC (Kenneth Tan Partnership) (instructed), Ng Ka Luon Eddee, Leong Qianyu, Teo Jin Yun Germaine andGitta Priska Adelya (Tan Kok Quan Partnership) for the 1st, 2nd, 16th, 37th, and 38th plaintiffsJaikanth Shankar, Rajvinder Singh Chahal, Stella Ng Yu Xin and Sheiffa Safi Shirbeeni (Davinder Singh Chambers LLC) for the defendant Chin Yen Bing Arthur (TSMP Law Corporation) for the non-party (on watching brief)."
